$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$26654146$解忧杂货店$风扇$2017-12-29 22:30:04$553$"为什么豆瓣才5点几分，很好看啊
264$26654146$解忧杂货店$momo$2017-12-29 14:48:25$13$刚看完，张维维版的重生真是哭惨了，没看过原著也觉得完全理解了剧情和伏笔，除了节奏有点快，其他都很不错
265$26654146$解忧杂货店$Michele$2018-03-20 21:58:09$2$3.5 改变剧本有问题，一开始就破坏了悬疑性，还有就是本地化的失误，所以看起来bug就多了
266$26654146$解忧杂货店$禾口角刀牛$2018-01-29 19:50:06$5$4/100 近期最差。因为日版要上映了，赶紧先看看国版。没想到可以平铺直叙成这样，谢谢爱奇艺的倍速观看，这要是让我在电影院看，非得睡着了。信里面已经有过的内容不用再演一遍了吧，剧情展开缓慢地让人捉急。平庸。里面唯一的亮点就是陈都灵，一星给原作，一星给她。
267$26654146$解忧杂货店$纤手破新橙$2018-01-02 18:20:34$3$镜头，构图，色调，服装都很emm……强行用煽情音乐烘托出想落泪的氛围，和原著的感动根本不是一个层次，充满硬性植入和尴尬演技，拜托别再毁日本小说了，球球了。
268$26654146$解忧杂货店$mmmmnnn$2020-08-14 16:15:45$32$这个阵容都不好意思点看过  怎么能差成这个地步呢？ 这是能放在大银幕的电影吗？ 放在少儿频道都怕把青少年吓到 放到电影频道播放都有辱电影两个字
269$26654146$解忧杂货店$终有剑心在$2018-01-29 20:06:04$0$让我想起来霍金的关于时空穿梭的实验，事后才告知时间地点，以验证时间旅行者。槽点不少整体还还可以吧，其实并没有那么不堪，打一星并不能凸显自己的脱俗。
270$26654146$解忧杂货店$Feifei Sun$2022-12-26 20:44:00$0$"剪辑懊糟，演技尴尬，无脑鸡汤，台词做作，改编死板，情节推进完全不讲逻辑，莫名其妙歌功颂德，唯一让我觉得不错的大概就是没有魔改吧，虽然拍得极其死板，这种鸡汤片子还是给小孩子看看吧，现在我已经不信这一套了
PS 董子健真好，越来越喜欢他了"
271$26654146$解忧杂货店$海山·野火$2018-02-03 00:38:25$5$每一秒都感觉是在吃别人嚼过的东西，看个烂片都比看这种片子强，太乏味了
272$26654146$解忧杂货店$小年左$2018-01-28 02:02:57$4$成龙不再打了眼神竟然有了戏，热巴双眼皮贴瞩目，王俊凯演技真够呛。画展的画什么鬼…哇靠改得乱七八糟太心疼东野圭吾…
273$26654146$解忧杂货店$风$2018-01-16 17:01:57$16$这是一部小电影吧，看过原著的都知道，就是很暖心，90年代的三个故事和现在的时间线穿插的很好，以为一本书缩减成一部电影会搞得时间乱七八糟，所有的伏笔最后都能联系上真的有点厉害，觉得里面最好的一句话大概是:每一个带着烦恼来解忧的人，心里都已经有了答案~最最惊喜的是小波
274$26654146$解忧杂货店$skysunny$2018-03-14 14:19:25$4$额。。。看过日版来看国产版，开始还好，但当那首重生唱起，就决定弃了，和日版真是差了几千里，滥用特效，煽情的效果反而不如日版的平实。真是没有对比就没有伤害。
275$26654146$解忧杂货店$等春天$2017-12-29 00:24:05$15$惊喜改编的好啊。90年代沿海小城，北京，文艺青年，经济飞跃，完全不奇怪，超贴合。成龙爷爷的杂货店，勾起童年回忆，泡泡胶。他也真的老了。最大惊喜是王俊凯演的不错，结尾眼前一亮。郝蕾秦昊更不必说。结尾好妙。歌好听，《重生》“从蓝天到名利，所有你想要的，都别随风去”大家都加油努力生活吧
276$26654146$解忧杂货店$会花光的金子$2018-02-02 05:16:58$0$就期待值来说，还算勉强可以接受，一些本土化的改编还是看得出有用心。本质上说这故事治愈的风格太日系，中国来拍无论如何都有违和感。另外只从片中呈现的信息，回信内容片汤话太多，你很难相信这样的几句话能改变一个人。还有一个我觉得可能是任何电影版都有的难题，就是拍出原著那种微妙的缘分感
277$26654146$解忧杂货店$A S I L$2017-12-29 23:06:55$66$演技尬了点，剪辑仓促了点，其他的都还好，可能是因为原著非常好吧
278$26654146$解忧杂货店$偏要勉强$2018-02-11 23:18:36$17$感觉就是几碗过期的毒鸡汤拼凑的故事，看后没有感动，只有尴尬，浪费了东野圭吾的小说。
279$26654146$解忧杂货店$鹿蜀$2018-01-01 23:59:17$1$"1、是韩寒迄今参与的质量最高的电影
2、线索和故事都说清楚了
3、情绪表达、情感宣泄是其强项
4、其他的？干嘛还要其他的呢？你难道不就是冲着情绪和情感去的吗？"
280$26654146$解忧杂货店$泼墨$2018-10-16 07:57:21$33$关小解忧什么事！也劝有些人不要混水摸鱼，五星。
281$26654146$解忧杂货店$小婧。$2019-05-30 22:00:29$1$也许是还没看过原著，没有对比，倒是觉得看懂了这个故事和讲述手法之后觉得意外的感动。或许在每个人的人生里，很多不知名的人其实是被冥冥中连系着的，这感觉一定很奇妙。杂货店里的陈设很有年代感，很是喜欢，成龙饰演的爷爷走路姿势搭凳子拿高物细节好评。19.5.30晚
282$26654146$解忧杂货店$乖小咖。$2017-12-31 20:49:29$23$算是讲完整一个故事了吧。在2017-2018跨年这一天我一个人在电影院看的 周围好多人 大家说着笑着吃着爆米花 孩子在尖叫着…电影里说…“新年快乐！”泪目…新年快乐呀。
283$26654146$解忧杂货店$影杂志$2018-01-31 03:09:47$0$前面10分钟还是很流畅，看着也舒服，尤其是整个片子的美术风格，都挺舒服的，但是也就前面那个10分钟了，从第一次信落地转场到歌手秦朗的故事里，后面就全杂了。还是因为小说改编无法解决的痛点，人物众多，导致人物刻画上顾此失披，最后使得没有一个人物是丰满的。
284$26654146$解忧杂货店$韶光$2018-09-01 11:31:51$13$电影质感是很棒的，故事很暖很打动人，导演很注重细节，很能抓住某些镜头来表达，我比较喜欢这样细腻的表现方式。
285$26654146$解忧杂货店$梦野千秋$2019-02-15 04:58:10$0$非常忠实原著的改编，甚至忠实得有些刻板了。情节层面的中国化做的很不错，MJ替换披头士尤其巧妙。但情绪层面还是有些隔，这和先天的文化隔膜有关，也和主演们欠佳的情感表现有关，也有编剧过于谨小慎微不敢轻动的原因。这种谨小慎微也体现到情节安排上，如张默的故事，花了很多篇幅写其热爱MJ，但对其在绘画方面的才能和学习却着墨甚少，导致后文张默成了画家缺少足够的铺垫，虽然原著故事如此，但拍成电影时如何去裁剪摆布却是编剧所要花的心思。日版比国版优势在原汁原味和演员表演上，但总体来看两版的质量并没有段位差距。
286$26654146$解忧杂货店$mOco$2020-03-03 16:53:47$7$日版已经够无聊的，这个居然比日版还要无聊。
287$26654146$解忧杂货店$ibelieve$2018-01-01 03:09:01$2$刚好是跨年的故事，刚好在跨年夜看。故事拍得很不精彩，虽然看得出很尽力。
288$26654146$解忧杂货店$少年派的崛起$2018-01-31 09:35:57$9$本来是治愈鸡汤味的故事却拍成白开水一样温吞，情感上观众没有任何共鸣。三段故事都很平庸毫无亮点，叙事断断续续，影片整体给人感觉又雷又烂
289$26654146$解忧杂货店$开膛手喂喂鹌🐣$2018-01-27 21:54:12$1$希望没有天赋的人不要太努力，不然看起来会很尴尬。
290$26654146$解忧杂货店$单调递增$2018-10-16 22:59:20$24$我有滤镜，就是觉得挺好看
291$26654146$解忧杂货店$奇奇怪怪的小孩$2020-08-14 14:50:19$15$演技不行，剧情平淡，强行煽情，挺无聊的一部电影
292$26654146$解忧杂货店$一贫$2018-12-30 18:25:36$1$杂货店老板和福利院老板娘触不可及的爱情故事影响下的产物。。。
293$26654146$解忧杂货店$倒流的河$2020-08-14 15:02:40$15$我真的要zqsg的骂人了，就这，就这是你们拍的解忧杂货店，好意思吗？问问你们好意思吗？听说电影上映后，书都快要卖不出去了。作家太惨了，被拖累。
294$26654146$解忧杂货店$十字伤痕$2020-01-25 10:37:11$0$中国改编这种日本流行IP有一个绕不过去的重大障碍就是中国实在是一个人间烟火气太重的国家了，缺少日系和风的一种漫画感和小资情调，改编IP接地气是理所应当的，然而过多地接地气反倒抹平了原著中的这种情调，北京胡同一段戏硬生生把一个原本有些小忧伤的故事拍出了几分喜感。剧情一会儿写意，一会儿写实，李鸿其、陈都灵与成龙都很偶像剧风，形成鲜明对比的是成泰燊 、郝蕾和邢佳栋都是写实风，整个影片风格十分分裂。表演上董子健中规中矩，迪丽热巴因为表演空间不大倒是很好地遮掩了台词问题，王俊凯大部分时间都是一副闷闷不乐的表情，不知道为什么，唯一能看得到表演的一场戏就是得知孤儿院即将被毁而发火的一场戏。让人眼前一亮的反倒是配角陈都灵，相较其以往的角色有些许颠覆，有一种清纯式的性感，而且神似日版的尾野真千子。
295$26654146$解忧杂货店$荔枝超人$2018-01-18 15:10:33$4$看上去只是常规的完成了剧本（故事）而已，制作和情感上都比日版来的差。
296$26654146$解忧杂货店$青青和跳脚real$2017-12-29 00:14:00$28$"好看，比想象中的好很多，原著党可以放心了。改编立足在93年的中国，挺复古怀旧的。故事都很温馨，适合带着爸妈看。重生配上电影场景感人，旁边几个朋友哭了，小波爆发那段还挺意外的。会和朋友去二三刷的，强力推荐
"
297$26654146$解忧杂货店$想不到名字$2017-12-30 21:02:48$18$知道会烂，没想到会这么烂，董子健吊打迪丽热巴。王俊凯演的就是王俊凯吧。
298$26654146$解忧杂货店$壹安²$2017-12-31 22:51:37$1$确实很暖心，不戴有色眼镜看的话甚至还有点小惊喜，尤其可以在某个故事里可以看到自己，主要还是原著故事好，套上中国式外壳也是不尴尬。说演员的话，主角里依然是董子健最有戏，其他人总有一定程度的小违和。
299$26654146$解忧杂货店$无聊$2017-12-30 11:26:43$10$这部电影wjk是主演吗？并没有觉得他的戏份有多少。rb跟造型师有仇吗？几乎是我见过她的造型里最丑的
300$26654146$解忧杂货店$鱼丸粗面$2018-02-02 21:39:24$5$原著我还挺喜欢，精巧而有人情味。改编之后的故事很无趣，很庸俗，无论是三个穿线人物还是三个单元章节，彩虹之家这个设定更是俗到爆了。
301$26654146$解忧杂货店$YiQiao$2022-07-14 22:44:56$0$我总觉得这是我第二次点开这部片子 第一次应该是完全没看下去 这次倒是一边做饭一边看下去了 但……//王俊凯的台词课有没有在好好上啊 当初时代峰峻的学费交足了没有 怎么会是这么个吐词 也太难听了一点//算了
302$26654146$解忧杂货店$哆啦Z梦$2018-01-28 16:49:23$4$本土化的还可以，但是看完的感受就是大大的两个平庸二字，原著还是挺喜欢的，但是改编成影视作品没有做到取长补短，基本上是直接照搬，把本身就比较鸡汤的故事凸显的特别的鸡汤，观感特别差，三位主角就像智取威虎山里的韩庚一样有点儿多余，主要我还是觉得国内不适合翻拍日本的作品，国情差太多
303$26654146$解忧杂货店$爱与诚$2017-12-31 15:23:54$7$之前答应王俊凯粉丝去看的，从演员诞生我就觉得王俊凯是士别三日本士了，没失望
304$26654146$解忧杂货店$leafalone$2018-10-15 19:53:57$5$其实没有那么糟。俊凯和热巴的表演不算差（本也没几个镜头），董子健更是超水平发挥。李鸿其和秦昊的两段还有点感人。说到底应该吐槽的不该是东野的原著就太圣母太无聊了吗？#豆瓣不及格华语电影巡礼#
