$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$35372742$无名$比目鱼很好$2023-03-05 18:14:08$2$程耳导演真的用心了，从头到尾明明有这么多可以会心一笑的点
941$35372742$无名$zedTTTT$2023-03-15 14:21:11$0$说实话，我相信喜欢罗曼蒂克消亡史的人肯定也对这部观感不错，流量的演技问题程导已经尽力改变了哈哈哈，这个角色确实可以冷面一点，但是跟其他表演有层次的角色对弈的时候就显得很苍白了，再就是结局可能是审查原因，太光明了不太真实，就比如周迅的结局，既然梁王二人对打是有人在看的，那她能安然无恙这是否有点，不过程耳牛的，下一部继续支持
942$35372742$无名$承受羞耻和飞翔$2023-01-22 12:28:37$65$只能说商业片大家懂吗，毫无新意，建议不要送上门当韭菜，不想被绑架。剧情也很烂
943$35372742$无名$Ojbk$2023-01-22 13:19:49$94$。。。。什么钱都赚只会害了你们啊
944$35372742$无名$iurvl$2023-04-15 11:11:38$1$故事比较简单，剧情撑不起来整部戏，程耳只能想尽办法堆砌了华丽的视听体验，时间打乱的剪辑。某丈育的演技还不如那条受伤的狗
945$35372742$无名$柳龙飞舞$2023-04-24 07:47:53$0$装X失败，加选角失败。
946$35372742$无名$wowyuese$2023-01-22 11:24:18$187$过年看这么个电影真的是晦气，尼玛对话全是上海话结果还没字幕，王一博的演技真的是惨绝人寰，他就没有演技这个东西？梁生你是有多缺钱接这么个烂片？？？
947$35372742$无名$北北leo$2023-04-15 13:04:40$0$不知道演了个啥
948$35372742$无名$多多想吃冰淇淋$2023-01-22 13:01:30$175$精美的质感 反转的剧情 值得反复品味
949$35372742$无名$nothing$2023-04-12 07:06:51$0$时间线太碎了，平白增添了理解门槛。
950$35372742$无名$momo$2023-02-27 14:16:18$0$电影的审美很对我胃口，但是如果叶先生换一个人来演我会再多给一颗星
951$35372742$无名$杨门小宅女$2023-01-22 11:41:30$268$看了好后悔，看的心情好压抑，剧情也好乱
952$35372742$无名$SweetRiver$2023-04-16 22:04:41$0$电影就懒得说了，灯光感觉有些太硬了，特别不自然。
953$35372742$无名$卡冈图雅$2023-02-15 15:27:06$6$非线性叙事风格就像一篇散文，剧情片选择故事性强的小说自然更讨喜；期待以后出个导剪版，所有猜测就可以证实了
954$35372742$无名$再睡一夏$2023-01-22 11:47:12$272$大年初一大早被我妹死活拉去看了，可能我水平低吧，看的云里雾里，好无聊，梁朝伟也不帅了……演技都麻麻，不值得我40多的票价…纯陪老妹追星
955$35372742$无名$芒果酸奶$2023-01-22 12:16:53$472$王一博演技真的一言难尽，张婧仪都比他演得好。上海话没字幕，看不懂说什么。大过年的还是适合去看合家欢的电影。
956$35372742$无名$哇哦$2023-01-22 12:13:54$565$本来冲着大哥来的，结果被王一博的猪头劝退！靠！太辣眼睛啦！邪祟退！退！退！
957$35372742$无名$小十$2023-03-16 15:37:47$1$码后简评。不太适合春节档之一。这一部在剧情方面容易懂得多，交叉剪辑的手法打乱了整个时间线，增加了电影的悬念感和可看性，对“商业大片”的靠拢还是做出了努力的，结合程耳导演出色的艺术处理和影像质感，保证了影片整体质量。主演方面，梁朝伟在细节的拿捏上很精准，能够给到符合他特殊身份的表现力和张力，包括角色内心及投射到表情肢体反应的部分；而另一侧的王一博，大概唯一出彩的场面就是军用卡车上的邪魅一笑，反派潜质很高光，其余只能说在努力跟上节奏。以及，结尾的打斗，凶狠暴力但真的大可不必。影片迷人的地方还是在于那些微妙克制的对话，各怀心思的人物以及剑拔弩张的局势，聚焦了人在这个动荡迷惘的时代之下的选信仰和选择，以及家国情怀和个人感情间的挣扎和牺牲，让银幕前的我们可以透过历史的底色窥见水面上那些漂泊不定的浮萍。
958$35372742$无名$热灰$2023-02-10 00:00:56$0$7
959$35372742$无名$宇宙未曷$2023-01-22 12:06:10$161$梁朝伟 //前期打乱顺序的安排观众会很难进入状态，直到后面顺序逐渐恢复正常以往的那些部分依次出现补充，所以如果你是安心看着会努力很难受，需要你记住所有的细节与出现过的环节。虽然如此设计有特点，但是很多都是简单重复，就是演了两遍，如果省事甚至可以直接拷贝前面的片段再剪一次。王一博和张婧仪真的好会瞪眼睛，王一博饰演的角色其实很缺少灵魂的铸造，根本看不出来他为何如此卖命，很多用力的动作设计真的很浮夸不内敛。周迅戏份很少，比江疏影还少的样子。王传君王一博黄磊是不是喝酒了拍的浮肿太严重了吧。梁生时刻在线，但不能力挽狂澜。很多声画设计是你以为要发生什么了结果什么也没有，而有的确实闷声干大事。//
960$35372742$无名$枝枝果冻$2023-01-22 11:27:49$244$剧情画面逻辑无可挑剔，不是我预设的那种主旋律，甚至不应该被归类主旋律，一贯的程耳风格，一贯的程耳美学
961$35372742$无名$好好的$2023-04-20 10:33:37$0$细节拉满，构图精巧。凭他的眼界与能力，不过是一省一市。你不会的，真正想刨腹自尽的人是不会说出来的。
962$35372742$无名$许小竹1992$2023-02-01 21:23:00$35$浪费演员的烂本子和烂叙事方式，比预期的还差
963$35372742$无名$豆友19790118$2023-01-22 12:32:20$457$冲梁朝伟周迅去看的属实没必要，什么烂电影，剧情烂流量演技烂，浪费时间。
964$35372742$无名$Poor Alan$2023-04-15 17:15:24$1$叮铃铃电话声，这是程耳导演的美国往事
965$35372742$无名$pq$2023-04-17 21:25:44$0$除了音乐之外都还挺好的，剪辑节奏很顺畅，微言大义的感觉。
966$35372742$无名$Snowball$2023-01-22 11:35:01$10$很好看 值得去趟电影院
967$35372742$无名$xoxosos$2023-03-15 22:20:35$0$还可以
968$35372742$无名$豆友226436794$2023-01-22 11:45:53$128$剧情烂，演技烂，梁朝伟现在演的片子都不咋地了，果然还是老了
969$35372742$无名$绝情的蟑螂$2023-03-18 05:50:50$0$2.25 &amp;兰夏娜尤 就很离谱 除了尤尤，其他几个都睡着了… 后一小时还是得劲好看的
970$35372742$无名$遇予与温.$2023-01-22 11:53:15$57$看了预告，真的有被震撼到，知道了程耳导演的厉害，看了正片，只想说，超出了我的意料，知道好看，没想到这么好看！程耳导演太牛逼了！
971$35372742$无名$胖子瘦子上岸$2023-01-22 11:52:39$270$一星都多了吧，撇开演的不行，剧情更是乱七八糟
972$35372742$无名$Patrick$2023-04-10 14:59:51$0$“改编不是乱编，创作不是瞎说，艺术家的追求呢，艺术家的节操呢”这部剧毋庸置疑最大的争议点就是王一博。说好听点，全片一个表情一条过，展现了卧底的从容不迫。说难听点，真就尼玛绷着个脸拍全片啊。就这还给他怼脸拍独角戏？（你好好一个爱豆，街舞实力这么可以，真的别来沾演员的边了）电影风格很奇特，我管这叫乱序，这种风格我个人不喜欢，纯个人，这种风格就跟我面试一样，想到哪说到哪。“你觉得他不合理，就找个底，把它升华合理”，但这个底它兜不住啊，就且说那段打斗戏，你为了让它获取信任，有必要这么打吗？是真打，往死里的那种打，最后告诉我只是为了做的真一点？最后，我要吐槽王传君，开始对他反感，你觉得爱情公寓抄袭，为了艺术追求，直接走了。现在又为什么要和小鲜肉同台搭戏呢？
973$35372742$无名$我胆小如鼠$2023-04-12 19:00:05$1$不会拍就不要学别人拍，拍得稀碎。还有某小鲜肉的演技真的一言难尽...
974$35372742$无名$到福，福到$2023-01-22 11:21:25$175$烂片！，，，，剧情好垃圾，演员也是不能说是演员，去干点别的吧！全程面瘫脸的干嘛呢来演电影
975$35372742$无名$豆友TwpWoz3hEA$2023-01-22 11:44:28$206$非常精彩，当信仰无比崇高，就值得为它牺牲一切，整场电影都很投入，特别打戏部分看的人真的心都揪的疼，太激烈了，仿佛打的是自己😳
976$35372742$无名$_謬$2023-01-24 09:56:24$166$真的不看到最后一刻都不知道整体结局。老演员们演技依旧在线，大鹏和王一博这次让人没有想到。看的时候越看越生气，王一博饰演的叶秘书这么帅的长相怎么如此之坏，招招都要将人ko，看到结尾才知道并不是这样子，日语说的还行哈；电影结束看了演员表才发现大鹏演的是唐部长，全程都没看出来。电影里的动物和食物重复出现，值得去影院二刷再次品味。
977$35372742$无名$笨笨熊$2023-01-22 11:45:12$182$看过的电影中最难看的一部，呆若木鸡的演技！
978$35372742$无名$这不是我的豆瓣$2023-04-14 22:14:35$0$故事不咋滴，剪辑得也乱七八糟，某某男真的是全程脸瘫... 
979$35372742$无名$霏霏$2023-01-22 11:31:54$99$一部电影能做到这么无聊也是厉害，看得我昏昏欲睡，还没到一半都有人走了......
980$35372742$无名$爱是谁的猫是谁$2023-01-22 14:09:07$80$程耳好牛程耳好牛程耳好牛！比罗曼完美！
981$35372742$无名$轩轩云朵$2023-01-22 12:39:15$76$大年初一，就是看电影，上午正好看了无名，觉得很精彩。值得回看。
982$35372742$无名$#zbrian$2023-04-24 02:48:27$0$布景、演员都很好，故事讲得有点多了，乱了
983$35372742$无名$qandA$2023-03-02 22:42:33$3$过年时和我三个朋友一起看的，网上提到的一些电影的细节和伏笔，其实在当时我们基本都没看得出来，但是回头想时就觉得蛮绝的…我是认为如果电影结构能更清晰易懂会更好。除去一些当时没看懂的地方，我们四个人都看得蛮爽的，不论是中间的打斗，心理博弈，还是最后角色的反转，都可圈可点。说实话，在看之前我们都没对王一博的演技抱太多期望，结果蛮出乎意料的，他演得还蛮好的，不过真的是形象太突出了，会有被他的外表夺去注意力的时刻，但好在整体我们都没感觉出戏。开始还以为梁朝伟和周迅是大男女主，冲着这么好的阵容也要去看，看到最后才发现王一博才是大男主哈哈哈哈。想二刷看个明白来着，有事给耽搁了也没二刷成。
984$35372742$无名$sometimes$2023-01-22 11:53:07$1320$王一博的脸挺出戏的…………
985$35372742$无名$就像风住了风$2023-03-25 23:26:08$2$看完无名的感受，导演很牛逼，然后不吹不黑，我觉得王一博的演技在电影里面有好几场有惊喜到我，没有说得那么差...然后就是这部电影看懂有门槛，对观众有门槛，可能是差评的原因。因为前面五分之三左右我反正是没看懂的，因为前面的人物线和时间线交叉剪辑得很碎，看起来理解起来有难度，但是看到后面就懂了一大半，然后是一部值得二刷三刷的电影，因为第一次看可能会忽略很多细节（因为真的有点挑观众，特别是对历史的了解和视听语言的了解，逻辑的理顺能力...我反正有点吃力），看完可以看看豆瓣大家的解读，没看的盆友们，以上是我的观影感受，可供参考~
986$35372742$无名$dandande$2023-02-17 15:28:42$4$7.5剧情很紧凑，全员演技在线，不过让伟仔说普通话确实会让注意力在说话上，无名的英文居然是隐藏锋芒，没想到又意外合适。
987$35372742$无名$不停干饭$2023-01-23 05:39:41$685$程耳值得
988$35372742$无名$Mr  Wu$2023-01-29 07:41:43$16$这部片子绝对是被引流耽误的神作。所有演员都贡献了不错的演技，看电影的感觉像在拼拼图，观影体验很有意思，感觉更让人印象深刻，全程被影片走向吸引，跟着剧情走向猜测、疑惑，随后，一切的谜团都在观影中被合理地解开。别被骗了，这部片子有绝对7点5分以上含金量
989$35372742$无名$亲切的昊子$2023-01-22 12:35:20$1387$依然延续了程耳的艺术美学和逼格腔调，故事犹如一块块叙事拼图，每一块单拿出来都是暗藏玄机细节满满，非常适合二刷，一众演员都维持高水准，连初登大荧幕的王一博也丝毫不拖后提，华语导演真的永远可以期待程耳。
990$35372742$无名$Lyndon$2023-04-18 21:36:30$0$学的王家卫吧，可惜缺点魂，故事再有趣点也许能弥补。王一博那句“你先不要脱，我要好好想想。”是全片的兴奋点。
991$35372742$无名$隧道表面$2023-01-22 11:41:41$325$把观众当傻子逗...不是不能这么剪，但既然想炫颠倒式蒙太奇的技，就应该把节奏把控好，前半段真的是让人昏昏欲睡...
992$35372742$无名$芝芝芒芒$2023-01-22 12:05:35$414$被朋友拉着去的，大过年的上这种电影，粉丝真能吹得下去？自己看着不膈应吗？能不能积点德？
993$35372742$无名$小馍女$2023-02-21 09:01:33$3$迅哥儿一如既往，岁月的痕迹掩不住她的灵魂闪耀。可是以后希望她能少接这样以捧别人为主旨的电影，想看围绕她而行的片子。
994$35372742$无名$毛豆年糕$2023-03-18 19:09:20$0$王一博在里面的角色设定很容易圈粉啊，导演拿捏了广大少女的小心思，哈哈哈哈，能让大咖作配也是🐮，他演技要能再好些就更好了。
995$35372742$无名$Zhihao$2023-02-17 14:01:48$5$看罗曼蒂克消亡史就像把自己的眼睛抠出来，这部片子一样。
996$35372742$无名$L君$2023-01-22 11:43:21$742$剧本有些稀烂，剧情反转太过快，光影定格倒是不错
