$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$35131346$隐入尘烟$马掰掰$2022-07-09 15:04:12$22216$曹贵英常有，而马有铁不常有。
230$35131346$隐入尘烟$汪金卫$2022-02-20 21:59:56$48$李睿珺回归农村题材，影片和《告诉他们，我乘白鹤去了》一样质感粗糙却有朴实厚重的情感和力量。主角马有铁和贵英是不受哥嫂村民待见的底层农民。像村里疯子口中的麦子与镰刀、麻雀、石磨、种子的关系一样，被压迫剥削，无法发声更无力反抗。连血液都要被抽走。两个卑微而善良的人走到一起，尝试有尊严地相濡以沫生活下去。没有山盟海誓，而是你盖房我帮手，你进城我送水，你抽血我心疼，我离开你跟随，足够真挚动人。没有玫瑰钻戒，而是在手上印下花瓣，在沟渠里一起洗澡，在雨夜里摔在一块，同样浪漫温暖。影片以长镜头起，以长镜头终。结尾和《告诉他们》一样，死亡的残酷现实与浪漫的温情交织融汇，无需语言便直击人心。一座座房子倒在推土机的尘烟中，生活记忆被抹除，身体余温被消散。《蓝色列车》后海清再次突破自我。
231$35131346$隐入尘烟$David$2022-09-06 23:33:16$78$没有喊穷，没有谈情，但苦到不行，爱的深沉。
232$35131346$隐入尘烟$Boom$2022-08-19 00:00:44$56$看完一声叹息！！绝美乡土风景下的“绝美爱情”？好讽刺，这不就是“二舅”似的故事吗？没有治好我的精神内耗，只觉得不应该在玻璃渣里找糖，善良的人不应该永远被欺负，这些所谓的“命”，不该就这么被受着，总该问问是什么在给这样的“命”添柴加火，是谁给了这些个“命”以温床！！
233$35131346$隐入尘烟$bear$2022-07-18 12:22:32$92$我老公读研期间在甘肃白银黄土坡村沟沟里做民房援建驻场生活了两年，陪他去电影院看的，他说电影过于美化和浪漫化西北农村的生活了，海清帮他老公往车上递麦子失败后被她老公骂，他说全片就这一个细节挺真实的。所以就算编剧说这是真实故事或者这只是万千人的一个典型或者偶然，也没法抹去我们前阵子对于徐州八孩妈，或者我自己老家亲戚和蔼之下的污秽，或者我老公在甘肃村里小学经历的村长媳妇捉奸打人的狗血故事，再或者甘肃普遍的女比子贵的约定俗成。。。这些事实。真的不相信落后贫穷下的浪漫假象。。。我就纳闷，海清角色尿失禁，甘肃那么冷，裤子能干的及时吗？她有多少条裤子够她换的，棉裤上陈年累月的尿骚味，别人会让她去家里蹭电视？一件大衣就省去了所有的麻烦？先拍好一部诚实的纪录片再扯别的吧
234$35131346$隐入尘烟$blingbling$2022-10-17 13:59:32$49$中国农村的故事；农民演农民才是毫无表演痕迹，反倒是剧本的台词有矫揉造作的感觉。豆瓣评分8.5真是夸张。
235$35131346$隐入尘烟$千万分之一$2022-09-26 10:25:09$79$欠一张电影票。。。人间太苦了，下辈子不来了。。。
236$35131346$隐入尘烟$无条件积极关注$2022-09-03 22:15:44$81$故事如诗，摄影似画。体贴是脱下自己的大衣为你遮羞，陪伴是一次次装满开水默默等候，情调是用麦子在你手上印出梅花，责任是为你建造新房砌上一砖一瓦，浪漫是灯光穿过鸡窝在墙上照出光影斑驳，希望是一起去市里看病的认真许诺。或许他们并不知道什么是爱情，但他们的爱意点亮了对方的暗淡岁月，浸润了彼此的坎坷时光。可惜人都有他的命数，就像麦子终究逃不过秋收的镰刀，或许驴不吃草就不会被使唤，可即使是卸下了缰绳，也还是会愣在原地不知该何去何从。
237$35131346$隐入尘烟$闹三岁$2022-08-31 04:11:44$72$艺术有了，情感有了，虐点也有了，所以勉强给个3分，但总的就是觉得假。所有的亲戚，村里人仿佛都是第一天见面一样，很诡异，这也算在艺术里吗？除了两位主演，其他人都只是背台词的工具人，太诡异了，一点都没有村里的氛围。这到底是在记录苦难，还是在抹黑农村？我属实搞不明白了。导演说要展现农民的朴实勤劳，但一个人怎么能代替群体？而且还让其他人村民不做好人，以此来突出主角的善良踏实爱老婆，怎么看都觉得不对劲，这更不能让我有共鸣，把我这见过并且有在农村生活过的人给整沉默了。
238$35131346$隐入尘烟$La~jum~bo$2022-02-20 23:57:20$43$首先必须要说姨夫的表演太好了，他是让整个电影得以成立的根基。导演把镜头对准两个「隐入尘烟」的人，这里的「隐」表现在两个层面：首先是记录了一套近乎完全割裂于现代城市的农耕文明生存图景；另一层面是这两个人在村中甚至与其他村民处于一种相对隔绝的状态，片中至少有三处“令人错愕”的机位转向（问有铁要不要献血、桂英在桥头逗孩子、二人往驴车上堆麦垛）暴露了呈现于银幕上的二人世界被观众观看的同时，也在被同一场域中的其他村民们注目。将镜头过度聚焦在双重「隐入」的景别时，不免会让二人周围第一重、第二重、甚至更外围的场域及其之间的关系一并「隐入尘烟」，确是一种遗憾。可散场时，同行弟弟的一番话点醒了我，“…这才是情人节该上映的电影啊”。对哦，黄土、麦子、驴、鸡、燕子、两个人，这不就是一部名为“土地·时光”的爱情片嘛
239$35131346$隐入尘烟$艾栗子$2022-02-23 00:20:57$36$2022.02.02深圳bc点映，看完觉得难以评价，拍得很辛苦很不容易，但想表达的部分太明显了，整体缺了某种。。电影感？有点差口气？但让人看到农民的真实生活状态并且有所反思所以也有其存在的意义？和白鹤的观感确实挺像。男主角很棒，女主的存在感和表现力反倒感觉是为了表演出某种状态而受到了限制，显得时而平淡时而跳脱。两个小时快手农活儿直播，看得也挺有意思。以及猝不及防没想到看了个这么纯的爱情故事。结尾没有让男主因为抽血虚弱而死而是让女主意外而死，因此最严酷的倒不是阶级问题而是无常的天命，这种隐入尘烟的方式增加了一种虚空感，说不上是好还是不好。
240$35131346$隐入尘烟$颉$2022-07-29 18:32:13$77$"最后一个长镜头，掌机如同坐在驴身上，模拟有铁的主观视角，在画面底部的驴头出现的时候，有铁变成了那头驴，驴也变成了有铁。他凝视着自己的房屋被推土机碾成了废墟，但在别人看来，他却迎来了更好的生活。有铁无疑是死了，他长了脚，却像庄稼一样长在了土地里，如同那头驴，没有了链子却走不出沙漠。
因为最后一个镜头，给满分"
241$35131346$隐入尘烟$伊夏🪀$2022-07-12 21:36:38$33$美术和表演还可以，特别是海清说不出话的前面一小段。美术上最惊人的是海清披蓝头巾坐驴车经过即将消失的房子，上面写着“久未居住”的油漆颜色和她头巾一致。一种近乎明喻的讽刺。别扭从两个人开始耳鬓厮磨并且交谈开始，我最近是不是太注意文本了？（小姜：不你没有）感觉他们的对话匠气太重了，有金句无日常。说到底，这样的题材还是更适合纪录片，故事片如果没有真的刺下去，不会有纪录片的动人程度和力量。
242$35131346$隐入尘烟$Bushmaster$2022-08-09 18:36:28$72$最大的败笔在于海清。眼睛太有神了，处处透着她曾经演过的上海人的精明。看看片子里和她搭戏的那些素人演员的眼神，那些才是应该有的日常。肢体也有些问题，不自然。一个海清坏了一个剧，让人各种跳戏。有所谓的上海人跑我那里叫骂，也是无语。上海人的精明何时成了贬义词了？玻璃心这么香么？
243$35131346$隐入尘烟$曹笑天$2022-07-15 19:42:35$45$近几年看过最好的爱情电影，后劲儿太大了，买了三场连看，第一部看完《隐入尘烟》，后面两部都没心情看了。第二部看的《人生大事》，观影全程脑袋里全是海清的脸，一直想出去找个地方坐一会儿缓缓……快下映了，票房很惨淡，快去看看吧，很适合大荧幕和电影院的片子，不要错过。
244$35131346$隐入尘烟$叉$2022-02-21 11:27:21$19$20220220 资料馆 影片展示了西北农村两个“畸零人”家庭的日常生活，它所遵循的“slow cinema”的基本语法赋予自身一种中国（院线）电影中已经不常见的独特品质，即对劳动过程和场景的充分、细致、耐心的记录和再现。相较电影中的其他戏剧性元素，这些自然主义式的影像是最为打动人的，打土坯、盖房、饲养家禽等，都是相当异质于当今城市电影观众生活经验的东西。影片的基本情感仍是建立在对乡土的依恋和对现代生活的焦虑之上，这让给大地主“献血”、赤贫庄稼人的尊严体面、乃至于买媳妇与当下热点的隐秘关照，都有了批判的意味，也让这样一个主题显得既新且旧，让电影在此刻入围国际电影节有了更多阐释的空间。最后一场戏里那个骑驴而去的幽灵主观视点镜头很亮眼，特别是和字幕结束最后的一行字对比，形成强烈的黑色幽默。
245$35131346$隐入尘烟$sirius_flower$2022-08-16 07:50:42$21$和导演前作相比最突出的就是过于注重每一格画面的设计与构图 到了做作的地步（尤其是把地域性环境抽象化为画面构成元素而非像前作一样作为核心角色）这种随时可截图的拍法在表达层面和故事发生了冲突 变成了对贫苦状态的网红化。摆拍构图和电影的主要诉求颠倒过来反客为主 负面引导分段 导致其中不少段落相互间割裂、自身也缺乏情绪积累 强行煽情而不得，当情感不能在情境自身的展开中发生 片子的美学就只能服务于预先设定的表征系统 视听表达让位于符号语言（比如沙漠沦为纯粹景观）片子关于播种和丰收的自然循环叙述没有被很好地呈现出来 而是被建立为城市化的空洞对立面，即便是鸡也几乎是瞬间长大的；而土地本身和人自在舒适的依附也变成了一种单方对食物的索求，这几乎完全颠覆了前作拥有的土地的趣味性。表演不如前作小朋友和土地关联深厚
246$35131346$隐入尘烟$usb$2022-07-24 00:47:17$45$作為一部最能代表世俗的電影，註定無法取得世俗意义上的成功。
247$35131346$隐入尘烟$TokyoCold$2022-09-01 10:37:17$95$用我微小的力量打个五星来告诉资本应该投资什么样的电影什么样的故事
248$35131346$隐入尘烟$DeckardYang$2022-02-24 22:11:49$66$【2】借助气候、动物、作物等描绘出了具备时间性的日常，在尘烟里依稀辨认身体对土地的依恋。但另一方面随着发展电影也陷入了滞塞的闭环，以至于要编不下去了，只得机械降神创造外部的巨大扰流，最后部分糟糕到令人无法忍受，陈旧的符号隐喻和苦难轮番上演。我只惊诧于创作者的敷衍，以及那位职业演员根本就没融入进去，尴尬死。
249$35131346$隐入尘烟$TripleFanxy$2022-09-05 09:19:41$55$中国导演最擅长的就是感动自己 用虚假的情感堆叠符号 把自己感动地一塌糊涂
250$35131346$隐入尘烟$奔驰的瓦力$2022-09-02 18:19:36$37$也许那不是什么爱情，只是人与人之间一种朴素的善。实在是太苦了，能如此呈现已是不易。
251$35131346$隐入尘烟$我累特$2022-02-22 22:05:09$33$“麦子能对镰刀说什么呢？”想说的很多又说不出来，映后现场和导演连线他说的一句话让人无比赞同，不断进化的社会让男女主身上的善良和笨拙无处遁形，变得没用又多余，我不想说它是爱情电影，却比最近所有的爱情片都更好，眼前这个现状下我们真的太需要一部这样的电影了，让人心里沉甸甸的，很久都忘不掉
