$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$30128916$夺冠$段尽欢$2020-09-25 21:33:46$3224$彭昱畅长大之后果真变成了黄渤😂
224$30128916$夺冠$夜神月的猫$2020-12-31 22:11:30$2$郎平的选角是属于巩皇的，吴刚比黄渤更印象深刻。全片看似很华丽饱满，但又感觉非常空洞。中国女排精神是啥，就好像爱情片里不停的问世间情为何物。中国女排四个字好似绿灯侠的灯笼一样，摸一下就牛逼了，但至于是啥，除了大家努力没有任何诠释，都交给台词来解释了，显得比较无力。第一代中国女排甚至好似不配拥有姓名一样，除了郎平不记得其他人。其实这片应该拍上下部，一部女排诞生，一部精神传承！巩俐可预订新影后，但影片其他乏善可陈！
225$30128916$夺冠$果腹$2020-09-25 21:41:13$12$其实我可以在宿舍重看当年的比赛的
226$30128916$夺冠$nicman$2021-08-04 11:23:36$9$喊口号的电影在现实中也会翻车的。
227$30128916$夺冠$想想$2020-10-03 11:13:50$1$当成一部纪录片看还好，巩俐太棒
228$30128916$夺冠$懒懒牛$2020-09-25 09:54:36$7$练体育苦，没有生活难啊
229$30128916$夺冠$Asa$2020-10-01 22:16:59$7$即便有种种客观原因，也很难相信成品是如此的三段式割裂、情感难以理解、价值观摇摆不定，如果电影里赛场戏不能呈现比资料片更复杂的情感的内涵，三段赛场戏意义何在呢，尤其是第三场，演员们自己演自己，简直大型行为艺术，拍资料片是多么投机取巧而受到观众喜爱啊，当然佳句也有，残疾人停车位，“研讨会”关于改革的剪辑，08和平大战之后的对话。
230$30128916$夺冠$愚痴今生$2020-09-25 13:34:00$14$支持正能量，一定要看。
231$30128916$夺冠$刷鞋大王$2020-10-04 20:04:01$3$"买的票比较点背，左边是老少三人，姥姥和妈妈全程在解答孩子的十万个为什么，女排一得分三个人就一齐鼓掌，孩子更是从座椅上飞跃起来～右边是一位男生，本来觉得自己来看电影的人都超酷的，结果这哥们全程自言自语+ 唉声叹气+跺脚+鼓掌+小拳拳锤扶手。。。电影结束后影厅还响起了稀稀拉拉的掌声，总之就很诡异的观影体验。。。
p.s. 加两星希望豆瓣AI的禁言封号算法以后别找我
p.p.s. 不行良心过不去，还是只加一星吧（囧）"
232$30128916$夺冠$jj73浅之$2020-09-25 21:53:59$3$哎，像我这种搞过体育的人，开场听到说“软骨都磨没了”瞬间就哭了，太疼了太苦了…有两点很有趣，一是相比体育题材，更像一个出色的职业题材电影；二是，片中的郎平，相比说是一个教练，更像一个“导演”，五连冠是她的处女作、带领美国国家队夺冠是她的成名作、带领中国国家队再夺冠是集大成者的代表作
233$30128916$夺冠$阿树$2020-10-08 19:22:54$4$被剪得支離破碎，情緒和節奏都連不上。音軌臺詞重新配就算了，最諷刺是葬禮一場戲手刻意擋住遺照上的名字，在全片都刻意尋求一種真實的語調下，這一刻「真實」反而成了最大的避諱
234$30128916$夺冠$村里种树$2020-09-26 18:56:23$3$我真的永远爱不上体育吧 这种一直吃苦 为国争光的付出一切全部为了一枚金牌虽然励志 但是建立在他们的痛苦之上吧 郎平和巩俐是伟大的 其他的不值得
235$30128916$夺冠$oooooki$2020-09-25 21:46:02$17$挺好的，但总觉得哪里差一口劲儿，说不上来
236$30128916$夺冠$今朝$2020-09-26 10:46:28$20$爱情祭天，法力无边
237$30128916$夺冠$清平调$2020-12-01 20:20:30$3$主旋律拍到这份上就不错了。为了从小的女排情怀加多一星。
238$30128916$夺冠$sirius_flower$2020-11-28 06:33:22$2$国内影评依然有艺术对标日法商业对标美国这种错误思维目标错了自然只存在追赶而不到的尴尬。国片探索道路从二三十年代电影人就开始了目标从不是赶上而是以自己的方式突破。主线索继承了近十年主旋律的情感叙述尤其依赖画外音字幕卡和抑扬节奏但底下的情感却并非国家性的而更加复杂。后半段郎平面对一众男性体育局官员提出现代化-国际化-资本化改革就是个隐喻 郎平接手之后的困难也是改革后整代人的迷茫丢掉的是精神与自信 正如豆瓣很多影评获得的不是世界眼光而是西方眼光。但并非从集体到个人 不存在没有集体的个人反之亦然 代际变化并非反叛而是继承 继承不是保守而是自我革新 女儿演妈妈可见一斑。这片子应对的时间节点正是在敲打迷茫三十年的西方至上的新保守主义。其实全片的提喻一是男主收到的那件毛衣二就是郎平的轨迹 好好解放思想吧
239$30128916$夺冠$玄辂Hyunlu$2020-09-26 09:03:14$4$看之前我对这部片想得狭隘了，它不是在回味夺冠也不是在鸡血式宣传，它想讲的是在一个已经不需要体育竞赛鼓舞的年代运动员们还在追求什么，想通这个问题才会快乐地打球而且打赢球
240$30128916$夺冠$BBpanda$2020-10-03 22:55:11$4$不如叫《郎平传》……难怪当初有人不满意
241$30128916$夺冠$狐$2020-09-27 10:04:21$1$郎平很清楚自己来自哪里，她知道那个方式让我们步履沉重，她以为可以改变，可以真的去享受排球这项运动，但是最终却发现对即便是新时代的中国人而言，冠军的意义永远不是冠军。
242$30128916$夺冠$高詩遠$2020-11-08 13:46:32$1$巩俐太强了，演的郎平让我从内心由衷地敬佩。排球决斗的场景也拍得很漂亮，虽然是一部商业电影，但是刚刚好在这个时代诠释女排精神实在是恰到好处，这部电影从宣传祖国精神的方面来看我认为是比成千上万部战争片都要成功的，当国歌在运动场内回荡的那一刻，所有的努力与付出都值了。（我得到惠若琪的签名啦！！）
243$30128916$夺冠$我是直的$2021-08-25 13:42:59$2$m（19.11.29.12:56）期望有多高 失望就有多大 不嗷嗷不行了是吗
244$30128916$夺冠$喜儿喂鸭正经地$2020-11-27 03:02:27$7$拍得太差了，剪辑差，配乐差，叙事差，台词差，而且为什么从头到尾都在灌鸡汤和说教。。。
245$30128916$夺冠$Mumu$2020-09-30 15:28:42$3$虽然哭死……还我中俄大战！
246$30128916$夺冠$阿树崽最摇摆$2020-10-07 11:52:01$2$没法评，前半段的公益广告看的我差点离场。是女排姑娘们自己燃，电影别揽这份光荣。
247$30128916$夺冠$york$2020-11-30 08:23:11$1$不知道最初版本是什么样子的，但以现在呈现的版本来看，也乐观不到哪儿去。硬伤太多。随便其他题材也许掺点鸡汤可以上桌，但中国女排不行。这道是全民家常菜，没法忽悠。不管初衷是写团队还是个人，就怕最后互相绑架。加一星是因为题材本身都感动过。
248$30128916$夺冠$左胸上的吸盘$2020-12-26 23:01:51$9$开场讲老女排，内容就是高强度训练，球员们一直喊，没有一个人物，而每到彭昱畅呆滞的表演时，节奏又突然卡顿，他的角色同样没戏剧，还破坏了节奏，唯一理由是这个人物在后面的剧情里还要出现……全片都是这种，非常割裂、突兀的呈现方式，郎平回国后，突然冒出来一个濒死的前队友说遗言——这个人是谁？她是干嘛的？彭昱畅转黄渤的那个角色，原来只是在中段承接下郎平上任，那这个角色在全片中有何意义？到了郎平当主教练，虽然提出中国不再需要女排精神和现代化训练的新思路，但都只是说说，呈现在剧情中就是找队员尬聊而已，上任会议和打巴西两处闪回剪辑滥用，比赛的紧绷完全被消解，唯一解释是真实运动员无法完成表演任务。这片没有人物、没有时代、没有主线，浮光掠影复现了几个几代女排的画面，还塞了若干拙劣的可乐、牛奶广告
249$30128916$夺冠$Charon$2021-02-03 18:12:45$11$彭昱畅长大之后真成黄渤了…
250$30128916$夺冠$喻鸣$2020-09-30 15:17:50$6$观影过程很不舒服，八十年代女排部分视点极度混乱差点劝退，只要还没练死就给我往死里练的体育氛围竟然还要歌颂？人物脸谱，空喊口号，空有情绪。巩俐出场后才算聚起了电影碎裂的魂魄，让人忍不住马后炮地思考这项目往《郎平传》方向发展或许更好。无力的是目前这等惨剧也怪不了导演，举国 体 制之下，严密审 查之中，不能反思、不能批判是拍不好体育片的。戏里陈指导郎指导羁绊无数，不惜退位让贤，戏外陈的一封抗议信却让电影一剑封喉。
251$30128916$夺冠$丛二$2020-10-04 10:15:43$4$女排精神不好拍。纯竞技体育的魅力还原难，背后牵扯的时代人心大局更难。我有点惊讶几个天空海滩空镜，学得如此之像上世纪央广记录电影，这是对时代和气质的敏感，所以你知道观察与表达后面漫长的损耗，最终电影仍挣扎回到一个政治正确的体育议题，也算让这份PPT维持了基本的体面。
252$30128916$夺冠$蓝抑郁剂Lily🌈$2020-09-28 15:18:29$4$电影有太多触动人心的地方。给我印象最深的一幕，是在第二场重大比赛：2008年北京奥运会上，由郎平导的美国队和陈忠和率领的中国队在决赛场上相见。比赛前夜，郎平约陈忠和见面，陈忠和道出了郎平心头的包袱：你恰恰不是怕美国队输，而是怕美国队赢。最终美国队夺冠，郎平一个人背上包走出体育场。郎平走向陈忠和，陈忠和却没有和她多说几句话，便提包就走。之后女儿打来电话表达了自己的祝贺，郎平却抑制不住地哭出了声。巩俐在这里的表演极好，所有情绪都传达的恰到好处又扑面而来。郎平在那些年所有的困境和抉择，都凝练在这一幕中了。
253$30128916$夺冠$miki$2020-09-26 16:45:07$7$感觉人物没立起来，氛围也不够。有点失望
254$30128916$夺冠$开膛手贝塔$2020-09-28 15:24:06$7$从没有名字到有了名字，从充当符号到成为自己，从赢得荣誉到享受比赛。集体意识的式微到个人意识的回归，似乎很正确，但完全浮于表面。看不到人物弧光只有一堆口号，仿佛说出来就是成功。几场比赛比文戏精采，虽然剪得支离破碎，但最后一球的升格镜头算是顶住了节奏。陈可辛懂内地观众，更懂内地领导。
255$30128916$夺冠$赫恩曼尼$2021-08-01 16:59:49$6$要处理的东西太多了，哪个都没处理好。又要煽动民族情绪，又要唤起国家记忆，又想突出郎平，又想复刻每场关键比赛。最后一团浆糊，匆匆结束。太害怕这种慢动作+抒情bgm+蒙太奇剪接的手法了，让人马上要哭出来，又不知道自己被什么感染。PS：巩俐是如何做到连声音都和朗导一模一样的…
256$30128916$夺冠$花痴袭人$2020-10-09 21:59:40$4$如果做为电影的质量，在7分左右，但是做为经历过在电视机前跟着激动加油甚至因此对排球产生过兴趣的一代，这部片给我的感动不一般。因此给五星。知道它还是表面了，前后的节奏与质感也有断裂，有很多不能说的东西，可是剩下来能说的那些，还是有强大的力量。可以说我们那一代人，都是受过老女排激励的。而近年来新女排的重新崛起，训练理念的转变，不正是近半个世纪以来大家努力的成果么？内心强大了，输赢才不会被当作唯一的价值，打排球是心里喜欢的事业，而不是牺牲了其他一切的宏大目标。能有这样的转变，已经是巨大的进步。加油啊，姑娘们！致敬：张蓉芳、郎平、梁艳、孙晋芳、周晓兰、陈招娣、周鹿敏、杨希、朱玲、陈亚琼、曹慧英、张洁云、袁伟民、陈忠和、宋世雄... ...
