$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$1291858$鬼子来了$被迫改名$2009-05-02 23:28:55$9526$十部南京也抵不过一部鬼子来了。
544$1291858$鬼子来了$yuanhan$2011-08-02 18:37:38$1$迟看的电影，好得惊人。中国人和日本人绝对是截然不同的两种人，千万别一厢情愿对别人滥用自己的善意。还有中国人真的是害怕杀人的那种人吗？即使最后的吴大维也要假手日本人？以前真没想过这一点。最自由的倒是那头驴。虽然姜文仍然是内地最棒的导演，可算起来，此片之后倒是每部都在走下坡了。
545$1291858$鬼子来了$J系$2011-01-22 11:51:10$0$我们从没想过战争，我们拿不起刀杀人，淳朴被人当作笑话，最后按住我的头让我太不起头的是国人。
546$1291858$鬼子来了$了不起的克莱德$2011-09-04 00:19:31$1$好片子就是有人喜欢有人恨的。。。。话说这片子在中国被禁播 是不是某局被戳到神经痛处了。。。某局也太敏感了吧。。。。在日本都播了 在中国禁播 不错的笑话。。。。到底特么的谁是鬼子
547$1291858$鬼子来了$Easy$2011-03-15 13:38:33$0$刻画人性的国产电影不多，这个算一部，可惜没在国内公映。
548$1291858$鬼子来了$Joe$2012-06-20 06:11:45$0$黑的不是共党，不是国军，也不是日军，是泯灭人性的战争~ 让子弹飞跟这个比还差了一大截。把这个当反日爱国主义教育片看的人，还有想从电影被禁里头读点儿敏感内容的人都消停吧。
549$1291858$鬼子来了$怪猫$2012-05-25 16:48:52$0$敢于说真话的姜文，纯爷们，真汉子
550$1291858$鬼子来了$南风吹梦$2011-01-14 11:01:20$0$不卑不亢不装逼,一刀刘、二脖子、马大三、四表姐夫、五舅姥爷、六旺、七爷、八婶子4.5
551$1291858$鬼子来了$吉贝丁$2010-06-19 13:49:59$0$妈了隔壁的唐山话腻歪死人了________看过《菊与刀》后，我大概能明白日本鬼子的某些做法。
552$1291858$鬼子来了$娃娃$2010-12-19 23:16:37$0$一个让我觉得不是胡编乱造的故事，一个让我前面笑到岔气后面心里跟着被攥起来的故事~~现在超期待让子弹飞
553$1291858$鬼子来了$苏瑾深$2021-01-10 23:59:03$5$其实，我们都是这样懦弱、愚蠢、不可救药的一份子，刻在骨子里的逆来顺受。太深刻了。唐山话很亲切，很加分。
554$1291858$鬼子来了$ZLCao$2012-06-16 02:29:40$0$中国的大牌导演里，最爱姜文。姜文的片子里，最爱这一部。
555$1291858$鬼子来了$Moonlight Bae$2019-03-18 01:28:15$1$基本只记得片尾被砍头黑白变红色的画面和吴大维……
556$1291858$鬼子来了$向日葵d兽$2012-04-21 22:22:44$0$不敢反抗本国侵害者的民族，必然是不敢反抗异国侵略者的民族。“早泄”情结来自《严密监视的列车》
557$1291858$鬼子来了$jazzorange$2009-03-15 14:34:53$0$"让我想起了七武士里面的那群猥琐的农民。人性刻画的确实很深刻`````
但如果中国的百姓都是这样的话`````
抗战又是如何胜利的类？
"
558$1291858$鬼子来了$花似锦$2023-02-14 19:09:22$1$"头转九圈，眨三下眼，含笑九泉。后面一小时，回旋刀，刀刀见血。看完啥也说不出了。不怪这片子被禁，怪讽刺的"
559$1291858$鬼子来了$Μουσαι$2017-07-18 18:01:39$1$一个关于“我是谁”的诘问。姜文用他的视角给了我们一个重新扣响历史的大门。我们如何看待过往，将直接关系到开创一个怎样的未来。他在死后才得看清世间色彩自嘲一笑“如此世间，幸好我死了。” 反思战争真正给我们带来了些什么，而我们历史伤痛的根源又是什么。就像姜文在采访里说的，拍这部片子，是希望大家能正确地看待和认知历史，并产生自己的思考。
560$1291858$鬼子来了$瑶瑶$2013-10-30 22:59:14$1$真的很可惜看的是130分钟版，真的很可惜画质很不清晰，还特别卡，真的是一部非常了不起的大陆片，你能相信吗，这个“抗战”的片子有在日本获得蛮有权威的奖项。关于电影的感想，除了“幽默”请再去搜索一下百度百科，那里真的有很不错的深度剖析。姜大叔真是纯爷们儿。
561$1291858$鬼子来了$一文$2011-12-12 13:29:24$0$尖刻而敏锐，尴尬得讽刺，残酷到涓滴。不论从结构把握，细节设置，电影语言，甚至是演技上来看，姜文都是无可挑剔的。
562$1291858$鬼子来了$笔落下的秋天$2022-05-02 20:53:55$3$"善良卑微的中国农民、疯狂残暴的日本军人、自大傲慢的国民党人。站在历史的角度上，看着不同的人不同的面目，没有指责和吹捧。这样演绎人性的战争片何其精彩!
中国电影人早就拍出了比《辛德勒的名单》更精彩的二战片，而电影院却只有千篇一律的主旋律在带领观众疯狂自嗨。中国电影及其观众傲慢至此，哀哉!"
563$1291858$鬼子来了$口腔溃疡$2006-02-17 15:37:49$0$狗日的日本子，我一手一个掐把死俩，刨坑埋了...
564$1291858$鬼子来了$菩提无树$2011-01-22 01:04:01$0$看着憋屈，发人深思。。。PS：姜文一如既往的每个镜头都那么用力。。。
565$1291858$鬼子来了$吃瓜的小土豆儿$2017-06-20 18:42:59$3$导演功力非常深厚，剧本好，演员演技精湛，非常棒的一部电影。
566$1291858$鬼子来了$莱尼圆$2010-01-14 23:16:34$1$电影通俗易懂又意味深长，对抗战时期日本兵和中国农民关系的诠释是时代的真实历史写照，姜文极其聪明地把他们共同堆放在了愚民的大环境中任由其喜怒哀乐，并以现代人的意识去讽刺、批判、怜悯及同情。恰如其分地描绘出了中国农民的形象，天真、善良、愚昧、胆小，奴性源于生存问题，仇恨因切身伤害而起
567$1291858$鬼子来了$辉少$2011-01-09 02:50:13$0$哎,中国人啊,怎么说你呢...杯具的民族...痛心疾首!!!!!!!!
568$1291858$鬼子来了$yucong$2010-05-04 05:17:11$1$单纯的中国人，狡猾的中国人，愚蠢的中国人
569$1291858$鬼子来了$想我说yes$2012-02-04 18:00:14$0$好片。愚昧的中国农民闹出了很多笑话。但是值得我们深思
570$1291858$鬼子来了$玛玛玛法达$2011-01-11 20:50:57$1$这已是姜文的巅峰。可短板在最后十几分钟暴露无遗，想说的东西太多太急，所以什么都没说清说好。影片当中鬼子们的形象，还难免受固有的偏见影响，就像他怎么也憋不住非要说出来的那点小情绪一样；这些都限制了视野与格局，但也成为他犹如陈道明式霸气的表演一样，充满强烈个人特色的标识。
571$1291858$鬼子来了$Lazy Designer$2010-10-10 22:07:08$0$大哥大嫂过年好！你是我的爷！我是你的儿！————香川照之。
572$1291858$鬼子来了$今生、唯爱$2013-08-30 22:04:05$0$成功在于，以普通百姓的视角来看待抗战，直观而真实。画面风格和七武士像级了，但七武士的主题衬托出武士精神，鬼子来了，我看不出主题是什么，应该是揭露二战期间普通百姓的心理。最后处决马大三，竟然搞的比抗战胜利还要更加轰轰烈烈，对对领导阶层的无语是一目了然的。姜文，鬼才！
573$1291858$鬼子来了$Jaromír$2021-04-28 04:39:31$3$引用一个喜欢的评论：他是在说中国人呀警醒吧，警醒的是：要记住鬼子的屠刀屠杀中国人的人头落地，不要忘了鬼子的刀法是何等的利落，要牢记飘飘然如清风吹过，不知不觉已入仙境的可耻。更不能因此而含笑九泉直到现在还要感谢它鬼子的八辈祖宗。——会平
574$1291858$鬼子来了$七十三$2011-06-24 15:33:51$0$看的窝心，是我早闷死那两个狗杂种了！
575$1291858$鬼子来了$哈雷$2011-01-11 13:41:34$0$前面一直看不出电影被枪毙的原因 结尾幡然醒悟 果然关于二战时期的电影大多都是让人压抑的 ps.《MR BRAIN》里讨厌的人和《钢铁年代》里不咋喜欢的人……
576$1291858$鬼子来了$张半拉。$2010-12-20 12:49:05$0$关于人性的探讨总是人们永恒不变的话题。真正的历史是什么样，我们所了解的就应该是什么样。真正的生活是什么样，我们所感受的就该是什么样。现代社会却并非如此。小说和电影通常都是建立在虚构之上，只是看作者和导演愿意将其还原到什么地步。于是，这部片被大陆禁播了。
577$1291858$鬼子来了$屎丢丢$2011-01-21 23:39:42$0$不知道为什么最后的镜头想起了《许观三卖血记》，最受不了看小日本烧杀抢虐，最不屑看小日本谄媚无耻...当然，最可悲的是，中国确实存在着一大部分的愚昧者，不管是过去还是现在~
578$1291858$鬼子来了$给我个电话亭，我要拯救地球！$2010-02-18 01:47:44$0$姜文真他媽有才。ps，香腸叔好喜感。
579$1291858$鬼子来了$吹风散步$2007-05-13 22:06:00$0$刘爷和八婶子给我印象最为深刻，姜文是个人精，笑点也高。国内电影就指望他了~~~
580$1291858$鬼子来了$无能狂怒人$2010-08-21 20:13:18$3$是一个关于我党过完瘾以后，整个社会帮着擦屁股的故事。
581$1291858$鬼子来了$taozhiyaoeric$2012-09-09 13:21:30$0$"不知道为什么被禁，天朝的制度真是让人无话可说，像片子里的老百姓一样愚昧悲哀。这是一部很有思想的片子
"
582$1291858$鬼子来了$crimes$2012-08-12 08:24:52$1$伟大的作品成就了伟大的导演！但是伟大的天朝是不允许这样的片子存在的....
583$1291858$鬼子来了$大頭皮鞋$2018-08-03 05:11:06$2$子曰:何以报德？以直报怨，以德报德。千年前话语至今仍震耳发聩，你不能做一个怜悯蛇的农夫，不然围观你的人群中都是发微博的冷血！
584$1291858$鬼子来了$Katarzyna$2009-02-25 22:45:53$0$现在还留着一篇文章是写姜文的``叫做穿条纹的男人```
585$1291858$鬼子来了$flyingzorro$2007-12-25 00:19:20$0$先人临死前才看到的真相,我们必须谨记!
586$1291858$鬼子来了$legency$2012-04-02 22:52:43$0$这片子是讲的是人，中国人，日本人，人性。。。一切都那么合理，可有那么荒谬，这难道就是我们吗？
587$1291858$鬼子来了$湖边の许愿树$2015-07-28 19:41:21$0$★★★★★☆ 原本以为是讽刺国人的麻木、愚昧、迂腐、自欺欺人、欺软怕硬，结果还把日本人所谓的武士道精神和忠勇守信一并给黑漂亮了，国产讽刺电影的巅峰，本来战争中除了恶魔就只剩悲剧。☆给国军将军，曾经最有希望接近库布里克的姜文通过他完美预言了自己的现今：国家强大了不仅外人怕自己人也怕
588$1291858$鬼子来了$柚子皮太黄太厚$2017-05-20 22:39:46$3$国家其实从来都不是我们的…王八操的…
589$1291858$鬼子来了$Carf$2012-01-25 22:58:04$0$人性 日本人从来没有过的东西  那时的百姓错就错在太善良  很好的一部电影
590$1291858$鬼子来了$維以不永桑。$2010-03-08 23:47:18$0$有很多人抨击这部影片，但是我觉得如果我们连自己的痼疾都不敢正视，讳疾忌医，满脑以为天朝和谐，才是最大的悲哀。
591$1291858$鬼子来了$Cory$2014-03-04 21:58:22$4$1.摄影考究，对话场面的处理有着精心设计的凌乱和急促，主观镜头更是神来之笔。2.音画对位用得一贯牛逼。3.超稳定结构的形而下欲求，武士道精神的形而上诫命，有理解之同情，有剔骨与剖心。4.只闻其声的“我”从来就没有来历也没有下落，正如强加于人的悲剧从来就不缺名义也难免重演。
592$1291858$鬼子来了$没心没肺.$2021-04-21 20:03:13$0$"  你们日军啊，奏起歌来尽是些合唱，那不中听没得雅兴啊。看我们村里人给你献个丑哼支曲儿！
  就像曲子一样，小三朗和汉奸为啥没死，还能活着啊？人都是合着力来做事，而我们七零八落拌嘴一地儿，哪能成事吗？不能啊！！
  台词的范儿在这部作品里已经初显力道了，有几年后《让子弹飞》的雏形了，不得不服这一口农民味的古龙范的词儿依旧让人陶醉其中！！！"
593$1291858$鬼子来了$Null$2021-02-28 15:35:06$17$笑着笑着就笑不出来了。
594$1291858$鬼子来了$zidane2311$2011-02-22 01:54:55$0$拍摄的风格很奇异。。。。以为是搞笑的结果如此沉重。。。很有内涵啊。
595$1291858$鬼子来了$karen$2011-01-14 18:28:22$0$"悲催的故事
到底谁是鬼子？
鬼子来的时候他逃过一劫
怎么自己人来了，他就活不了了？"
596$1291858$鬼子来了$神游少年欣小欣$2008-05-11 13:12:06$0$"黑白..
愚昧..很好笑..也很震撼.."
597$1291858$鬼子来了$The Unforgiven$2020-04-02 16:39:37$3$不喜欢看姜文的电影，太装逼，做作。那个子弹飞了也不好看。
598$1291858$鬼子来了$寓意$2010-10-07 16:54:15$0$绝对的深刻，所有的镜头剪辑也很出彩。
599$1291858$鬼子来了$法号庙平$2011-07-24 23:03:25$0$黑白粗糙的画面，凌厉的剪辑，荒诞的剧情，直刺人心，让人不忍心再看第二遍。
